id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
5876,Hermy Fillary,37,M,2,Sales,Other,3,TRUE
5877,Miranda Jacox,48,F,3,Support,Latino,3.7,TRUE
5878,Lorilyn Blant,44,F,4,Research and Development,White,2.7,TRUE
5879,Connie Daughtrey,40,F,5,Marketing,White,1.7,TRUE
5880,Killie Gilberthorpe,60,M,2,Sales,Black,0.7,FALSE
5881,Corene Hazlehurst,22,F,2,Sales,Other,2.3,FALSE
5882,Wash Revie,36,M,5,Training,Asian,1.3,TRUE
5883,Phyllys Cottem,52,F,3,Product Management,Black,0.7,TRUE
5884,Jedediah Curphey,44,M,5,Engineering,Other,2.3,FALSE
5885,Giulio Waldocke,39,M,4,Research and Development,Asian,3,FALSE
5886,Egan Morgan,53,M,2,Support,Other,2.7,TRUE
5887,George Bennetto,59,F,1,Human Resources,Black,4,FALSE
5888,Court Rome,43,M,5,Human Resources,White,2,FALSE
5889,Emogene Rizzolo,36,F,1,Human Resources,White,3.3,FALSE
5890,Maurice Boar,28,M,4,Services,Other,2.7,TRUE
5891,Emilee Digby,26,F,1,Research and Development,White,1.7,TRUE
5892,Paco Ancketill,38,M,4,Human Resources,Asian,3.3,TRUE
5893,Artemis Wagge,49,M,5,Human Resources,White,1.7,TRUE
5894,Hayes Longmuir,35,M,1,Business Development,White,4,TRUE
5895,Corry Rutland,28,F,2,Accounting,Asian,1.7,TRUE
5896,Corny Gouldthorpe,59,F,2,Legal,Other,3,FALSE
5897,Dierdre Iacopetti,32,F,1,Marketing,Asian,4,TRUE
5898,Royce Eilles,44,M,4,Support,Asian,3.7,FALSE
5899,Alonso Moakler,46,M,4,Legal,Asian,1.7,FALSE
5900,Rickert Alishoner,48,M,1,Human Resources,White,1,TRUE
5901,Gaby McNee,46,M,5,Accounting,Black,2.7,TRUE
5902,Kennedy Ellesworth,58,M,4,Accounting,White,1.3,TRUE
5903,Mimi Perche,51,F,2,Sales,Asian,3,FALSE
5904,Kare Vanacci,56,F,2,Support,Black,3.3,TRUE
5905,Lola Matthaus,27,F,2,Human Resources,White,2,FALSE
5906,Florie Martinuzzi,28,F,3,Sales,Black,2,TRUE
5907,Kirsten Shitliff,54,F,2,Human Resources,Latino,2.7,TRUE
5908,Keven Polden,38,M,4,Human Resources,Other,1.3,TRUE
5909,Brynn Anniwell,26,F,1,Sales,Latino,1.3,TRUE
5910,Eulalie Bullas,56,F,3,Legal,Other,0,TRUE
5911,Rey Jude,31,M,1,Engineering,Asian,3.3,FALSE
5912,Ken Terris,28,M,5,Legal,White,3.7,FALSE
5913,Lalo Levis,31,M,5,Marketing,Latino,2.3,TRUE
5914,Joshua Artz,31,M,4,Support,Black,0,FALSE
5915,Mariette Clifft,59,F,3,Engineering,Black,3.3,FALSE
5916,Alyss Nani,52,F,2,Services,Other,0,TRUE
5917,Laughton Charpling,43,M,2,Business Development,Asian,1,FALSE
5918,Frederigo Mechan,46,M,2,Marketing,Asian,2.7,FALSE
5919,Jaimie Leopard,41,F,1,Support,Latino,2,TRUE
5920,Melba Howland,44,F,4,Training,Asian,3.7,FALSE
5921,Stephanus Clappison,57,M,5,Legal,Latino,3,TRUE
5922,Nicko McPhate,45,M,2,Research and Development,Black,4,FALSE
5923,Ade Pea,57,M,5,Services,Other,2,FALSE
5924,Ermengarde Gummary,33,F,4,Human Resources,Asian,4,FALSE
5925,Angelia Agus,34,F,5,Product Management,White,2,FALSE
5926,Sarita Houlden,21,F,5,Engineering,Latino,1.7,FALSE
5927,Ailsun Entres,44,F,2,Training,Asian,4,TRUE
5928,Marcello Lebel,58,M,2,Engineering,Asian,0.7,FALSE
5929,Alikee Chesters,25,F,1,Support,White,2.3,TRUE
5930,Bethena Bentson,24,F,5,Engineering,Other,1.3,FALSE
5931,Stacee Paolozzi,37,F,1,Sales,Black,1.7,FALSE
5932,Ronda Hoodlass,37,F,5,Business Development,Latino,1.3,FALSE
5933,Tadeo Morton,60,M,4,Business Development,Latino,3.7,TRUE
5934,August Cockett,30,M,1,Engineering,Latino,3.3,FALSE
5935,Mari Derill,42,F,2,Accounting,Other,2,FALSE
5936,Hannah Paff,54,F,4,Engineering,Other,0,TRUE
5937,Maureene Rothery,42,F,1,Legal,Asian,3,TRUE
5938,Carlynne Mattheus,21,F,2,Product Management,Latino,2.7,FALSE
5939,Wendall Zold,21,M,4,Sales,White,3,TRUE
5940,Lilian Serris,38,F,5,Product Management,Latino,1,FALSE
5941,Leandra Marshallsay,54,F,1,Research and Development,Other,2.3,FALSE
5942,Jereme Gammett,50,M,4,Sales,Latino,2.3,TRUE
5943,Mercy Preece,36,F,3,Sales,Latino,4,TRUE
5944,Alfons Norris,25,M,3,Product Management,White,2.7,FALSE
5945,Moore Hawkins,39,M,3,Sales,White,2.3,FALSE
5946,Danny Whaley,30,F,5,Human Resources,Latino,0,TRUE
5947,Rochette Hirthe,34,F,3,Legal,Latino,2.3,TRUE
5948,Dov Hinzer,37,M,2,Support,Latino,3.7,TRUE
5949,Konstanze Franzonello,28,F,4,Business Development,Latino,1.7,FALSE
5950,Dahlia Trenholm,23,F,1,Support,Asian,1.7,TRUE
5951,Jillayne Joisce,55,F,5,Business Development,Latino,1,FALSE
5952,Sam Foxley,32,F,1,Accounting,Black,2,TRUE
5953,Brooke Buyers,27,M,3,Marketing,Asian,2.3,FALSE
5954,Alden Akaster,24,M,1,Business Development,White,1.7,TRUE
5955,Gabriel Fullman,47,M,1,Marketing,White,3,FALSE
5956,Harry Hilliam,48,M,4,Product Management,Other,3.3,TRUE
5957,Constancia Bundey,52,F,5,Training,Latino,3.7,FALSE
5958,Syman Ingram,44,M,4,Support,Asian,1.3,FALSE
5959,Atlanta Garman,48,F,1,Engineering,Other,3.7,TRUE
5960,Dallis Joss,35,M,1,Accounting,Black,1,TRUE
5961,Sofia Heninghem,40,F,3,Legal,Black,1.3,FALSE
5962,Barr Richie,51,M,5,Sales,White,1.7,FALSE
5963,Edvard Losel,48,M,5,Accounting,Asian,3,TRUE
5964,Mauricio Ciobutaru,21,M,1,Product Management,Latino,0,TRUE
5965,Tedman Bailles,46,M,2,Sales,White,4,FALSE
5966,Lidia Gobat,55,F,4,Engineering,Other,1,TRUE
5967,Phip McCoid,30,M,5,Human Resources,Latino,2.3,FALSE
5968,Jelene Grout,46,F,2,Marketing,Black,4,FALSE
5969,Valentino Piers,28,M,1,Human Resources,Other,1.3,TRUE
5970,Esdras Skule,38,M,4,Engineering,Asian,1.3,FALSE
5971,Dwight McMillan,33,M,2,Legal,Latino,0.7,FALSE
5972,Melania McShirie,55,F,2,Support,Other,3,FALSE
5973,Elmo Scholcroft,22,M,2,Support,Asian,3.7,FALSE
5974,Wood Mc Pake,36,M,5,Accounting,Other,3.7,FALSE
5975,Evelyn Beville,59,M,3,Engineering,Latino,1.3,TRUE
5976,Dierdre Partridge,50,F,4,Legal,White,2,TRUE
5977,Kalina McGahern,21,F,2,Product Management,Latino,1,TRUE
5978,Freeman Shacklady,46,M,1,Accounting,Black,2.3,FALSE
5979,Sammie Geratasch,45,M,2,Human Resources,Black,4,FALSE
5980,Archibald MacDunlevy,58,M,5,Marketing,Other,2,TRUE
5981,Roarke Prichard,54,M,4,Training,Asian,2.7,TRUE
5982,Morris Chettle,36,M,1,Research and Development,Latino,4,TRUE
5983,Catlee Old,39,F,1,Accounting,Latino,2.3,TRUE
5984,Neille Flaunders,47,F,3,Human Resources,Black,0.7,FALSE
5985,Regen Lilion,44,M,1,Sales,Asian,2,TRUE
5986,Magdalen Gunstone,27,F,2,Support,Other,4,FALSE
5987,Alvie Clackson,58,M,3,Marketing,Black,1.3,TRUE
5988,Bo Pibworth,24,M,2,Services,Asian,2.3,FALSE
5989,Guido O' Borne,32,M,1,Services,Latino,1.7,FALSE
5990,Gay Stonall,57,M,1,Training,Black,1,TRUE
5991,Loy Farenden,33,M,5,Research and Development,Asian,3,TRUE
5992,Ettore Leiden,21,M,2,Accounting,Black,3.3,TRUE
5993,Anne Sarchwell,53,F,3,Accounting,White,1,TRUE
5994,Talya Godehard.sf,29,F,3,Research and Development,Black,1.7,FALSE
5995,Trip Peppard,48,M,3,Support,Other,2,TRUE
5996,Lynea Fulloway,58,F,1,Marketing,White,2.3,TRUE
5997,Honey Babst,31,F,5,Sales,Other,3,TRUE
5998,Corie Gourlay,33,F,1,Marketing,Black,2,FALSE
5999,Reinald Dennerly,30,M,5,Product Management,Asian,2.3,TRUE
6000,Abel Kurten,53,M,3,Engineering,Other,2.3,TRUE
6001,Pren Winspire,44,M,5,Support,White,1.7,FALSE
6002,Abeu Johanssen,34,M,5,Product Management,White,3,TRUE
6003,Allis Dunmore,22,F,5,Support,Latino,2,FALSE
6004,Roseline Bullar,27,F,4,Marketing,Latino,1,FALSE
6005,Stanley Gaskell,45,M,5,Product Management,Other,0.7,TRUE
6006,Orelee McAughtry,50,F,1,Sales,Other,2,FALSE
6007,Roman Bernet,57,M,1,Marketing,Latino,1,TRUE
6008,Nehemiah Beauvais,28,M,2,Legal,White,3.3,FALSE
6009,Willem Jahnig,57,M,4,Business Development,White,0,TRUE
6010,Moritz Brewers,31,M,1,Human Resources,White,1,TRUE
6011,Marlon Korneluk,35,M,5,Support,Other,4,TRUE
6012,Darsie Withinshaw,35,F,4,Engineering,Asian,0.7,TRUE
6013,Shannon Brecon,23,M,3,Marketing,White,3.3,FALSE
6014,Kory Richfield,59,M,3,Training,Other,0.7,TRUE
6015,Cybil Isles,35,F,4,Research and Development,Latino,0,TRUE
6016,Celestine Sapsed,50,F,1,Legal,Other,2.7,FALSE
6017,Alec Crates,55,M,4,Sales,Asian,0.7,FALSE
6018,Brett Standbrook,51,M,4,Training,Black,3.3,FALSE
6019,Suzie Cakebread,24,F,3,Research and Development,Black,3,TRUE
6020,Kaleena Gorsse,40,F,3,Marketing,Latino,3.7,TRUE
6021,Lilas Moriarty,27,F,3,Research and Development,Black,1.3,TRUE
6022,Rhea Stow,27,F,1,Accounting,White,2,TRUE
6023,Bowie Chittie,60,M,1,Business Development,White,3.3,FALSE
6024,Normy Adriaens,44,M,1,Services,Black,1.3,FALSE
6025,Reynolds Tourner,41,M,5,Business Development,Asian,1,TRUE
6026,Roxi Corssen,22,F,2,Business Development,White,1.7,FALSE
6027,Zack Nanuccioi,28,M,4,Marketing,Asian,3.7,FALSE
6028,Merill Tinklin,40,M,5,Sales,Latino,3,TRUE
6029,Karoly Vibert,58,M,5,Business Development,Other,2.7,FALSE
6030,Cob Jelleman,57,M,4,Training,Latino,1.7,TRUE
6031,Pamela Webb,49,F,5,Product Management,Asian,1,FALSE
6032,Marco Cramphorn,35,M,5,Support,Black,1,FALSE
6033,Sayer Kincey,59,M,2,Product Management,Other,0.7,FALSE
6034,Kay Traise,27,F,2,Product Management,Black,1.7,FALSE
6035,Gerianna Rosenboim,59,F,3,Product Management,Latino,1.7,TRUE
6036,Nerty Carbonell,51,F,5,Sales,Other,0,TRUE
6037,Emelita Ormrod,57,F,1,Training,Asian,2,TRUE
6038,Esteban Brotherick,46,M,4,Engineering,Latino,0.7,TRUE
6039,Marvin Hakonsson,21,M,3,Business Development,Latino,3,FALSE
6040,Ginnifer Guiducci,54,F,5,Engineering,Asian,0.7,FALSE
6041,Ruddy Royall,49,M,1,Product Management,White,2.3,TRUE
6042,Ronny De Giorgio,52,M,1,Services,Other,1,TRUE
6043,Hammad Thoms,24,M,1,Services,White,0.7,FALSE
6044,Drucie Moggan,55,F,1,Engineering,Other,0,FALSE
6045,Stinky Drew,59,M,2,Legal,White,1.3,TRUE
6046,Alden Farlam,28,M,3,Training,White,2.7,TRUE
6047,Harlene Vernau,58,F,2,Sales,Latino,1.7,TRUE
6048,Montgomery Quodling,44,M,1,Product Management,Black,3,FALSE
6049,Sabra Reddle,23,F,2,Services,Other,2,FALSE
6050,Edouard Tunstall,30,M,2,Business Development,Other,3.7,FALSE
6051,Ulrich Peskett,23,M,4,Human Resources,White,2.3,TRUE
6052,Andras Downes,48,M,5,Sales,Other,1.7,FALSE
6053,Kenn Surman,33,M,4,Human Resources,Asian,0,FALSE
6054,Inigo Moughton,21,M,5,Product Management,Other,3.3,TRUE
6055,Pip Curds,44,M,4,Marketing,Latino,0,FALSE
6056,Bianka Simonutti,27,F,4,Accounting,Asian,1.7,FALSE
6057,Claudette Rijkeseis,53,F,4,Marketing,Black,2.7,FALSE
6058,Datha Linch,27,F,3,Engineering,Latino,0.7,TRUE
6059,Rivkah Wahlberg,29,F,3,Accounting,White,1.7,FALSE
6060,Jordain Vannuchi,37,F,3,Services,Latino,3.3,FALSE
6061,Addison Bryning,31,M,1,Training,Other,1,TRUE
6062,Lothaire Normadell,37,M,5,Product Management,Latino,0,TRUE
6063,Jeff Shimony,48,M,4,Engineering,Asian,0,TRUE
6064,Caren Mathwin,55,F,3,Product Management,Asian,1.7,FALSE
6065,Shoshanna Olive,35,F,3,Accounting,Black,2,TRUE
6066,Ty Capponer,54,M,4,Training,Black,3,FALSE
6067,Tana Banasevich,30,F,5,Services,Other,3,FALSE
6068,Taddeo Rosensaft,45,M,3,Engineering,White,0.7,FALSE
6069,Krista Laterza,51,F,2,Marketing,Latino,2.3,TRUE
6070,Hortensia Whetton,26,F,2,Support,Black,1.7,FALSE
6071,Livvy Hellen,32,F,1,Services,Black,1.7,TRUE
6072,Meggie Hartopp,27,F,5,Human Resources,Other,3.7,FALSE
6073,Derrick Mallabund,60,M,1,Support,Other,2,FALSE
6074,Scotti Thomazet,55,M,1,Legal,Asian,3.3,TRUE
6075,Baxy Demange,35,M,2,Sales,White,4,TRUE
6076,Johnathon Moralee,29,M,2,Product Management,Latino,3.7,TRUE
6077,Ericka Goult,52,F,4,Product Management,Latino,3.7,FALSE
6078,Maurise Chauvey,51,M,5,Business Development,Other,3.7,TRUE
6079,Roley Velasquez,41,M,2,Accounting,Black,1.3,FALSE
6080,Isac Benian,46,M,4,Engineering,Other,2.7,FALSE
6081,Arv Simak,45,M,2,Engineering,Latino,2.3,FALSE
6082,Verney Boldecke,38,M,2,Product Management,Other,2,TRUE
6083,Thaxter Dee,50,M,5,Engineering,Asian,1.7,FALSE
6084,Demeter Larrett,28,F,2,Sales,Black,1,TRUE
6085,Felicle Soars,45,F,1,Research and Development,Black,1.7,FALSE
6086,Glad Bittlestone,26,F,2,Support,Black,2.3,FALSE
6087,Belicia Titford,49,F,5,Services,Latino,1.7,FALSE
6088,Arie Stanborough,51,M,4,Engineering,Asian,2.7,FALSE
6089,Urson Athey,58,M,2,Support,Black,0.7,TRUE
6090,Fernande Sharpus,41,F,3,Engineering,Latino,2.7,TRUE
6091,Trescha Risdale,24,F,2,Accounting,White,1.7,FALSE
6092,Nari Tatteshall,46,F,4,Services,Asian,0.7,TRUE
6093,Torr Gaiger,37,M,2,Legal,Asian,2,TRUE
6094,Harlene Swayton,23,F,2,Services,Black,3.7,TRUE
6095,Sully Bridgement,22,M,1,Business Development,Latino,1.3,TRUE
6096,Sean Gladwish,59,M,1,Research and Development,Other,3.7,TRUE
6097,Ely Stein,58,M,5,Sales,Black,2.7,TRUE
6098,Mord Pothecary,28,M,3,Legal,Black,3,TRUE
6099,Tore Stainfield,22,M,1,Services,Asian,4,TRUE
6100,Allyson Jury,34,F,4,Marketing,Latino,1.7,TRUE
6101,Mabel Gosart,50,F,1,Human Resources,Latino,2,FALSE
6102,Barrie Lauritzen,46,M,1,Support,White,3,TRUE
6103,Stafford Storrah,48,M,2,Sales,Other,3.7,TRUE
6104,Doug Selborne,21,M,5,Sales,Other,2,FALSE
6105,Astrix Wild,56,F,3,Marketing,Black,2.7,FALSE
6106,Bobby Carey,40,F,4,Human Resources,Asian,1,FALSE
6107,Lindi McMorran,58,F,1,Research and Development,Black,4,FALSE
6108,Danella Oxtiby,28,F,5,Support,White,1.7,TRUE
6109,Billy Filer,39,M,3,Human Resources,Asian,1.3,TRUE
6110,Fannie Buddles,52,F,1,Human Resources,White,0,FALSE
6111,Lannie Antosik,38,M,2,Legal,Other,4,TRUE
6112,Madelin Briance,41,F,3,Sales,White,3.7,TRUE
6113,Roxi Riseam,48,F,2,Legal,Other,1,FALSE
6114,Guillemette Clements,58,F,3,Support,Black,3.3,TRUE
6115,Gussi Peete,21,F,1,Business Development,Black,1.3,FALSE
6116,Guy Writtle,50,M,3,Sales,White,1.7,TRUE
6117,Garreth Roxburgh,43,M,1,Sales,Asian,1.3,FALSE
6118,Oliviero Murcott,52,M,3,Support,Latino,1.7,FALSE
6119,Bayard Monteith,46,M,2,Marketing,Other,0.7,TRUE
6120,Obadiah Tomasz,23,M,1,Business Development,White,0.7,FALSE
6121,Vivyan Peggrem,36,F,4,Training,Latino,0,FALSE
6122,Elisabetta Pennacci,31,F,3,Sales,Black,2.7,FALSE
6123,Monte Pawelek,24,M,2,Sales,Black,0,FALSE
6124,Aviva Iacomelli,53,F,1,Business Development,White,3.7,FALSE
6125,Merralee Van Rembrandt,23,F,1,Human Resources,White,1.7,TRUE
6126,Roxi Cashen,47,F,5,Accounting,Black,1.3,FALSE
6127,Drucie Worling,52,F,5,Sales,Latino,3,FALSE
6128,Bernadette Falkner,27,F,4,Accounting,Black,0.7,FALSE
6129,Jaquenette Plume,54,F,5,Research and Development,Latino,2.7,FALSE
6130,Cherish Lippo,58,F,4,Legal,White,3.7,TRUE
6131,Fancie Wyett,55,F,4,Research and Development,Asian,1.7,TRUE
6132,Simeon Vasichev,31,M,4,Accounting,White,1,TRUE
6133,Ode Charte,26,M,3,Training,Latino,1,FALSE
6134,Terry Jacquemet,54,F,1,Support,Other,0.7,FALSE
6135,Gregorius Pietron,42,M,5,Product Management,Black,2.3,FALSE
6136,Seana Ludron,40,F,4,Support,Other,3.3,FALSE
6137,Kirstyn Spalding,25,F,1,Business Development,Latino,1.7,TRUE
6138,Ernesto Inworth,39,M,1,Product Management,Asian,3.3,TRUE
6139,Moshe Nerger,27,M,5,Product Management,White,4,TRUE
6140,Kirbee Limpkin,32,F,1,Business Development,Other,3.3,TRUE
6141,Cletis Ives,39,M,2,Legal,Asian,2.3,TRUE
6142,Humbert Ellwand,28,M,3,Accounting,Other,1.3,FALSE
6143,Renae Farnaby,58,F,3,Research and Development,Latino,1.7,TRUE
6144,Massimiliano McGeaney,29,M,3,Legal,Other,2.7,TRUE
6145,Kathie Gantley,24,F,2,Engineering,White,3,TRUE
6146,Vida Guerra,54,F,3,Research and Development,Latino,3,TRUE
6147,Cassondra Bramham,36,F,4,Human Resources,Latino,4,FALSE
6148,Madalena Hazell,46,F,1,Services,White,2.3,FALSE
6149,Sylvia Laetham,36,F,4,Legal,Asian,2.3,FALSE
6150,Susie Spurway,37,F,5,Engineering,Latino,1,FALSE
6151,Abbott Gatherer,46,M,2,Legal,White,3.7,TRUE
6152,Nadiya Widdop,39,F,1,Human Resources,Latino,0.7,TRUE
6153,Eda Schwartz,32,F,3,Services,Latino,0.7,TRUE
6154,Rosalind Gerhts,42,F,1,Services,White,2,FALSE
6155,Tye Merrien,30,M,2,Sales,Black,1.3,FALSE
6156,Sybille Tomaello,43,F,2,Training,Latino,2.3,FALSE
6157,Rochell Edmons,43,F,3,Product Management,Asian,3,FALSE
6158,Selig Lewing,25,M,3,Product Management,Asian,3,TRUE
6159,Gaven Taggart,23,M,2,Engineering,Latino,1.3,FALSE
6160,Julienne Papes,50,F,5,Sales,Asian,0,TRUE
6161,Shaun Cuchey,22,M,2,Human Resources,Latino,3.7,TRUE
6162,Curry Whitmore,29,M,2,Sales,Black,3.7,TRUE
6163,Brigg Pioli,35,M,1,Support,White,1,TRUE
6164,Sonya Haill,34,F,3,Support,Asian,1,FALSE
6165,Gardiner Smee,24,M,2,Accounting,Black,2.7,TRUE
6166,Joanie Gatherell,33,F,5,Support,Latino,0.7,TRUE
6167,Sherwood Sedgwick,45,M,4,Business Development,White,0.7,FALSE
6168,Christina Scotchforth,37,F,5,Support,Other,1.7,TRUE
6169,Gaylene Wilmot,54,F,4,Engineering,Latino,2.7,TRUE
6170,Chrystel Carillo,27,F,3,Support,White,4,TRUE
6171,Olive Nettleship,31,F,1,Legal,Latino,0,FALSE
6172,Thaine Deguara,29,M,1,Research and Development,Latino,1,FALSE
6173,Florrie Conlaund,48,F,3,Engineering,Other,0,TRUE
6174,Cairistiona Gadie,50,F,3,Research and Development,Other,4,FALSE
6175,Todd Kilfeder,34,M,2,Sales,White,1,TRUE
6176,Billy Compfort,47,M,3,Sales,White,1.7,FALSE
6177,James Rowthorn,56,M,3,Training,Asian,3.7,FALSE
6178,Melisse Buncher,24,F,2,Services,Asian,2,TRUE
6179,Enriqueta Scamaden,31,F,4,Sales,Latino,0,TRUE
6180,Artie Mabbot,34,M,5,Product Management,Latino,3,TRUE
6181,Sibyl Duddle,52,F,4,Services,Asian,1.3,TRUE
6182,Kendall Cheek,23,M,5,Support,Asian,3.3,TRUE
6183,Valentijn Tuson,46,M,4,Marketing,White,1.7,FALSE
6184,Cally Dooher,46,F,3,Accounting,Black,2,FALSE
6185,Olva MacAdam,45,F,2,Research and Development,Black,2.3,FALSE
6186,Lula Garci,35,F,5,Services,Black,3.3,TRUE
6187,Marjorie Luckin,43,F,2,Training,Other,3.7,FALSE
6188,Marv Winkle,30,M,1,Marketing,Other,2.7,FALSE
6189,Sarette Pack,31,F,4,Support,White,0.7,TRUE
6190,Clayson Colliar,52,M,4,Sales,Other,3,FALSE
6191,Ivan Aucott,50,M,3,Human Resources,Other,2,TRUE
6192,Molly Henlon,52,F,2,Marketing,Latino,1,TRUE
6193,Marlowe Penburton,39,M,5,Legal,Black,3.3,TRUE
6194,Sibilla Alred,32,F,3,Support,Other,1.7,TRUE
6195,Matthew Terzo,39,M,3,Engineering,Black,0,TRUE
6196,Hollie Duffet,38,F,5,Engineering,Asian,3.7,FALSE
6197,Nina Maureen,33,F,5,Accounting,Black,3.7,TRUE
6198,Farleigh Bamling,44,M,5,Human Resources,Latino,3.3,TRUE
6199,Josefina Whatsize,37,F,3,Engineering,Other,2.7,TRUE
6200,Rene Lean,24,F,3,Legal,Other,1,TRUE
6201,Robby Ellesworth,30,F,4,Human Resources,Asian,1.7,FALSE
6202,Shae Soame,59,M,2,Training,White,1,FALSE
6203,Daisie Birdwhistle,26,F,4,Product Management,Black,0.7,FALSE
6204,Mei Dwelling,22,F,2,Product Management,Other,3,FALSE
6205,Crysta Musicka,56,F,5,Engineering,Other,3.3,FALSE
6206,Dell Seyers,29,F,1,Research and Development,Black,2,FALSE
6207,Pat Keyson,21,F,4,Accounting,Asian,1.3,TRUE
6208,Zorine Van,49,F,3,Engineering,White,1,FALSE
6209,Julieta Overton,42,F,1,Training,Latino,1.7,TRUE
6210,Wolfy Tamburo,25,M,4,Product Management,Asian,1,FALSE
6211,Sutherlan Gouthier,55,M,4,Engineering,Other,1,FALSE
6212,Heloise Siemandl,48,F,1,Legal,Other,2.3,FALSE
6213,Ignacio Laneham,37,M,1,Human Resources,Latino,0,FALSE
6214,Farley Drayn,37,M,2,Sales,Other,0.7,FALSE
6215,Xaviera Strathdee,23,F,4,Sales,Latino,2.3,FALSE
6216,Gavan Ortells,40,M,3,Product Management,Asian,3,FALSE
6217,Edyth Hayesman,25,F,4,Research and Development,Latino,2,TRUE
6218,Seymour Diss,38,M,4,Services,Asian,1.3,FALSE
6219,Karlen Welham,31,F,2,Business Development,Other,0,TRUE
6220,Blanch Daber,55,F,1,Support,Asian,2,TRUE
6221,Tove Brizell,54,F,1,Support,White,2,TRUE
6222,Rosemonde Sargeant,21,F,3,Product Management,White,0,FALSE
6223,Elbertine Davidowich,47,F,3,Accounting,Other,2.3,TRUE
6224,Cristi Farish,32,F,3,Services,Asian,2,FALSE
6225,Bengt Hullbrook,32,M,1,Research and Development,Latino,3.7,TRUE
6226,Minor Cobleigh,30,M,3,Human Resources,Asian,0,FALSE
6227,Creight Frankish,33,M,3,Training,Latino,3.7,FALSE
6228,Trip Fivey,59,M,2,Legal,Asian,0.7,FALSE
6229,Hope Vasler,49,F,1,Product Management,Latino,3.3,FALSE
6230,Weston Belt,41,M,2,Human Resources,Latino,1.7,TRUE
6231,Hali Harrad,40,F,4,Research and Development,Latino,2.3,TRUE
6232,Joelie Goudard,30,F,3,Sales,Black,3,TRUE
6233,Alisun Juza,44,F,2,Legal,Latino,3,TRUE
6234,Betta Pea,40,F,1,Business Development,Black,2,FALSE
6235,Oswell Budd,30,M,2,Marketing,Latino,2,TRUE
6236,Cecilius Wasling,47,M,5,Marketing,Other,3,TRUE
6237,Annmaria Peaddie,58,F,3,Business Development,Latino,3.3,FALSE
6238,Ingrid Speddin,30,F,4,Support,Asian,3,TRUE
6239,Debby Eckersall,21,F,3,Accounting,White,2.3,TRUE
6240,Tallia Waterfall,33,F,4,Business Development,Asian,0.7,FALSE
6241,Catherine Blackaby,30,F,4,Sales,Latino,1,TRUE
6242,Tish Thoma,49,F,5,Research and Development,Other,2,FALSE
6243,Nesta Mitchener,42,F,4,Sales,Asian,1.3,FALSE
6244,Xenos Beardall,45,M,4,Research and Development,White,3,TRUE
6245,Gayle Hewins,32,M,4,Business Development,White,0.7,TRUE
6246,Mellisent Punchard,53,F,3,Support,Asian,3.7,TRUE
6247,Sibyl Mussolini,49,F,5,Product Management,Black,1.7,FALSE
6248,Dominique Ellen,36,F,4,Marketing,Asian,0.7,TRUE
6249,Kalvin Wannell,22,M,2,Engineering,Other,2.3,FALSE
6250,Harrison Dugmore,23,M,4,Human Resources,White,2.3,FALSE
6251,Tiffani Robert,60,F,1,Support,Black,3,FALSE
6252,Ferrell Long,44,M,1,Sales,Black,0,FALSE
6253,Kania Adenot,39,F,1,Training,Other,2,FALSE
6254,Leilah Irnys,43,F,1,Accounting,Asian,3,TRUE
6255,Hillier Ronnay,57,M,1,Legal,White,2.3,TRUE
6256,Fina Lindeman,60,F,4,Legal,White,2.3,FALSE
6257,Giacinta Eddowis,58,F,3,Accounting,White,1.3,FALSE
6258,Jeffie Barsham,46,M,1,Human Resources,Black,4,TRUE
6259,Renate Search,54,F,5,Support,Latino,0,TRUE
6260,Bart Wickes,50,M,5,Accounting,White,0.7,TRUE
6261,Francisca Planks,33,F,4,Services,Latino,3,FALSE
6262,Sarah Millar,30,F,2,Product Management,White,3.3,FALSE
6263,Welch Staziker,29,M,2,Marketing,White,2.3,FALSE
6264,Quintus Mathevet,40,M,3,Services,Latino,1.3,FALSE
6265,Kerwin Sidebottom,59,M,5,Legal,Asian,2.3,FALSE
6266,Tonia Bourhill,31,F,2,Services,White,1,TRUE
6267,Kyla Maplestone,29,F,2,Research and Development,Black,2,FALSE
6268,Mabel Golsby,23,F,2,Services,Asian,2,FALSE
6269,Coraline Messenger,53,F,5,Marketing,Black,2.7,FALSE
6270,Kali Sondland,26,F,5,Legal,Latino,2,TRUE
6271,Kelcy Brunnstein,21,F,3,Human Resources,White,0.7,TRUE
6272,Derrick Mallinson,33,M,5,Support,White,1.3,FALSE
6273,Natty Golagley,38,F,4,Training,White,1,TRUE
6274,Gradeigh Breheny,46,M,4,Research and Development,Latino,1.7,TRUE
6275,Beverlie Cardoe,57,F,2,Marketing,Other,3,TRUE
6276,Hewett Norcliffe,55,M,3,Training,Other,2.3,TRUE
6277,Dale Winstone,39,F,5,Marketing,Other,4,TRUE
6278,Derk Toffoletto,54,M,4,Accounting,White,0.7,TRUE
6279,Annalise Tiffin,60,F,3,Product Management,Asian,1.7,FALSE
6280,Sile Darbey,54,F,2,Human Resources,Asian,1,TRUE
6281,Jewel Jephson,23,F,4,Support,Black,0.7,TRUE
6282,Marcia Dunstan,47,F,2,Support,Other,2,FALSE
6283,Yasmin Schneidau,30,F,3,Training,Latino,1,FALSE
